3719.9346   FeI
3859.4      FeI blend
3888.646    HeI
4045.4500   FeI blend
4131.73     AII
4158.590    AI(2)
4199.73     AI blend + FeI blend
4347.8      AII
4471.477    HeI	
4510.733    AI(9)
4545.08     AII(15)
4579.39     AII(17)
4589.90     AII
4609.56     AII
4657.94     AII(15)
4764.89     AII(15)
4806.07     AII(6)
4847.82     AII
4879.9      AII
4920.1535   FeI blend
5015.675    HeI
5227.3000   FeI blend
5269.65     FeI blend
5371.4892   FeI
5400.562    NeI blend
5496.21     AI + FeI blend
5606.732    AI
5748.299    NeI
5764.418    NeI(13)
5820.1558   NeI
5852.4878   NeI(6)
5875.618    HeI
5944.8342   NeI(1)
6074.3377   NeI(3)
6096.1630   NeI
6143.0623   NeI(1)
6163.5939   NeI(5)
6266.4950   NeI(5)
6304.85     NeI + AI blend
6334.4279   NeI(1)
6382.9914   NeI(3)
6402.246    NeI(1)
6506.5279   NeI(3)
6532.8824   NeI
6598.9529   NeI(6)
6678.276    NeI 
6717.0428   NeI
6752.832    AI 
6871.290    AI
6929.468    NeI(6)
6965.430    AI(1)
7032.4127   NeI(1)
7067.2175   AI
7147.041    AI(1)
7245.167    NeI(3)
7272.936    AI
7383.980    AI
7503.867    AI
7514.651    AI
7535.775    NeI
7544.046    NeI
7635.105    AI(1)
7670.04     AI
7723.8      blend AI(1) 7723.760 and AI(6) 7724.206
7891.075    AI
7948.175    AI(6)
8006.156    AI(3)
8012.000    AI Blend of 8006 and 8014 for low dispersion
8014.786    AI(1)
8053.307    AI
8082.458    NeI(6)
8103.692    AI(3)
8110.000    AI Blend of 8103 and 8115 for low dispersion
8115.311    AI(1)
8264.521    AI(8)
8300.326    NeI(12)
8377.607    NeI(12)
8424.647    AI(3)
8495.360    NeI(18)
8521.441    AI(8)
8605.78     AI
8620.47     AI
8634.648    NeI(23)
8654.383    NeI(33)
8667.943    AI(6)
8761.72     AI
8780.622    NeI(27)
8782.1872   Low disp. blend of 8780.622 and 8783.755
8783.755    NeI(38)
8853.866    NeI(27)
9075.42     AI
9122.966    AI(1)
9148.68     NeI(30)
9194.68     AI
9224.498    AI(8)
9291.58     AI
9354.218    AI(8)
9425.38     NeI(36)
9534.167    NeI(38)
9657.784    AI(3)
9784.501    AI(8)
